日期,品項,數量,金額
2025/04/24,紅燒牛肉麵 (單點),42,6720
2025/04/24,紅燒牛筋牛肉麵 (單點),4,880
2025/04/24,紅燒牛肚牛肉麵 (單點),2,440
2025/04/24,紅燒三寶麵 (單點),1,280
2025/04/24,川辣牛肉麵 (單點),6,1020
2025/04/24,番茄牛肉麵 (單點),6,1020
2025/04/24,番茄牛筋牛肉麵 (單點),1,230
2025/04/24,番茄牛肚牛肉麵 (單點),1,230
2025/04/24,牛肉麵類共計,63,10820
2025/04/24,沙茶牛肉乾拌麵 (單點),5,750
2025/04/24,蒜泥白肉乾麵 (單點),4,520
2025/04/24,麻醬乾麵 (單點),6,420
2025/04/24,沙茶豬肉乾麵 (單點),1,130
2025/04/24,拌麵類共計,16,1820
2025/04/24,蒜泥白肉,2,260
2025/04/24,秘製滷牛肚,1,100
2025/04/24,豬耳朵,3,135
2025/04/24,手作類共計,6,495
2025/04/24,涼拌小黃瓜,4,140
2025/04/24,涼拌乾絲,2,70
2025/04/24,皮蛋豆腐,5,225
2025/04/24,海帶絲,2,70
2025/04/24,燙青菜,2,90
2025/04/24,小碟類共計,15,595
2025/04/24,可爾必思,1,20
2025/04/24,可口可樂,3,60
2025/04/24,飲料類共計,4,80
2025/04/24,五星燙青菜,14,0
2025/04/24,贈品類共計,14,0
2025/04/24,學生加麵,17,0
2025/04/24,加點類共計,17,0
2025/04/24,總計,118,13810
