日期,品項,數量,金額
2025/02/22,紅燒牛肉麵(套餐),2,290
2025/02/22,紅燒牛肉麵(單點),20,3220
2025/02/22,紅燒牛筋牛肉麵(套餐),1,205
2025/02/22,紅燒牛筋牛肉麵(單點),4,900
2025/02/22,紅燒牛肚牛肉麵(套餐),1,205
2025/02/22,紅燒牛肚牛肉麵(單點),2,440
2025/02/22,川辣牛肉麵(套餐),1,145
2025/02/22,川辣牛肉麵(單點),3,480
2025/02/22,川辣牛筋牛肉麵(套餐),2,410
2025/02/22,蕃茄牛肉麵(套餐),2,290
2025/02/22,蕃茄牛肉麵(單點),15,2420
2025/02/22,蕃茄牛肚牛肉麵(單點),1,220
2025/02/22,蕃茄三寶麵(單點),1,280
2025/02/22,牛肉麵類共計,55,9505

2025/02/22,沙茶牛肉乾拌麵(單點),1,150
2025/02/22,肉燥乾麵(單點),2,140
2025/02/22,拌麵類共計,3,290

2025/02/22,蒜泥白肉,2,260
2025/02/22,秘制滷牛肚,1,100
2025/02/22,豬耳朵,4,180
2025/02/22,手作類共計,7,540

2025/02/22,涼拌小黃瓜,3,105
2025/02/22,涼拌乾絲,3,105
2025/02/22,桂花豆乾,4,140
2025/02/22,皮蛋豆腐,2,90
2025/02/22,海帶絲,3,105
2025/02/22,燙青菜,7,315
2025/02/22,小碟類共計,22,860

2025/02/22,牛肉湯(無肉),2,120
2025/02/22,湯品類共計,2,120

2025/02/22,可爾必思,1,35
2025/02/22,綠茶,2,55
2025/02/22,飲料類共計,3,90

2025/02/22,學生加麵,9,0
2025/02/22,加麵,3,60
2025/02/22,加點類共計,12,60

2025/02/22,總計,92,11510
