日期,品項,數量,金額
2025/04/12,紅燒牛肉麵 (單點),18,2880
2025/04/12,紅燒牛筋牛肉麵 (單點),1,220
2025/04/12,紅燒牛肚牛肉麵 (單點),1,220
2025/04/12,紅燒三寶 (單點),1,280
2025/04/12,川辣牛肉麵 (單點),2,340
2025/04/12,番茄牛肉麵 (單點),5,850
2025/04/12,番茄牛筋牛肉麵 (單點),2,460
2025/04/12,番茄三寶 (單點),2,580
2025/04/12,牛肉麵類共計,32,5830
2025/04/12,沙茶牛肉乾拌麵 (單點),1,150
2025/04/12,蒜泥白肉乾麵 (單點),1,130
2025/04/12,拌麵類共計,2,280
2025/04/12,蒜泥白肉,1,130
2025/04/12,牛肉牛肚拼盤,1,160
2025/04/12,手作類共計,2,290
2025/04/12,涼拌乾絲,3,105
2025/04/12,桂花豆乾,1,35
2025/04/12,燙青菜,1,45
2025/04/12,小碟類共計,5,185
2025/04/12,可口可樂,1,20
2025/04/12,飲料類共計,1,20
2025/04/12,五星燙青菜,2,0
2025/04/12,贈品類共計,2,0
2025/04/12,學生加麵,3,0
2025/04/12,加點類共計,3,0
2025/04/12,總計,44,6605
