日期,品項,數量,金額
2025/04/29,紅燒牛肉麵 (單點),25,4020
2025/04/29,紅燒牛筋牛肉麵 (單點),3,680
2025/04/29,紅燒牛肚牛肉麵 (單點),1,220
2025/04/29,紅燒三寶麵 (單點),3,840
2025/04/29,川辣牛肉麵 (單點),5,850
2025/04/29,番茄牛肉麵 (單點),9,1530
2025/04/29,番茄牛筋牛肉麵 (單點),3,690
2025/04/29,牛肉麵類共計,49,8830

2025/04/29,沙茶牛肉乾拌麵 (單點),9,1350
2025/04/29,蒜泥白肉乾麵 (單點),4,520
2025/04/29,麻醬乾麵 (單點),5,350
2025/04/29,沙茶豬肉乾麵 (單點),1,130
2025/04/29,拌麵類共計,19,2350

2025/04/29,豬耳朵,1,45
2025/04/29,牛肉牛肚拼盤,1,160
2025/04/29,手作類共計,2,205

2025/04/29,涼拌小黃瓜,5,175
2025/04/29,桂花豆乾,1,35
2025/04/29,皮蛋豆腐,5,225
2025/04/29,海帶絲,2,70
2025/04/29,燙青菜,3,135
2025/04/29,小碟類共計,16,640

2025/04/29,牛肉湯 (無肉),2,160
2025/04/29,湯品類共計,2,160

2025/04/29,可爾必思,2,40
2025/04/29,可口可樂,2,40
2025/04/29,黑麥汁,3,120
2025/04/29,飲料類共計,7,200

2025/04/29,0元滷蛋 (一顆),7,0
2025/04/29,五星燙青菜,11,0
2025/04/29,贈品類共計,18,0

2025/04/29,學生加麵,12,0
2025/04/29,加麵,4,80
2025/04/29,加點類共計,16,80

2025/04/29,總計,113,12385
