日期,品項,數量,金額
2025/05/20,紅燒牛肉麵 (單點),15,2415
2025/05/20,紅燒牛筋牛肉麵 (單點),6,1320
2025/05/20,紅燒牛肚牛肉麵 (單點),3,660
2025/05/20,川辣牛肉麵 (單點),3,510
2025/05/20,番茄牛肉麵 (單點),12,2040
2025/05/20,番茄牛筋牛肉麵 (單點),3,690
2025/05/20,牛肉麵類共計,42,7635
2025/05/20,沙茶牛肉乾拌麵 (單點),7,1050
2025/05/20,麻醬乾麵 (單點),3,210
2025/05/20,沙茶豬肉乾拌麵 (單點),3,390
2025/05/20,拌麵類共計,13,1650
2025/05/20,豬耳朵,1,45
2025/05/20,手作類共計,1,45
2025/05/20,涼拌小黃瓜,4,140
2025/05/20,涼拌乾絲,2,70
2025/05/20,桂花豆乾,1,35
2025/05/20,皮蛋豆腐,1,45
2025/05/20,燙青菜,8,360
2025/05/20,小碟類共計,16,650
2025/05/20,可爾必思,2,40
2025/05/20,可口可樂,3,60
2025/05/20,飲料類共計,5,100
2025/05/20,0元滷蛋(一顆),5,0
2025/05/20,五星燙青菜,3,0
2025/05/20,贈品類共計,8,0
2025/05/20,學生加麵,5,0
2025/05/20,加滷蛋,1,15
2025/05/20,加點類共計,6,15
2025/05/20,總計,91,10080
