日期,品項,數量,金額
2025/04/16,紅燒牛肉麵 (單點),25,4000
2025/04/16,紅燒牛筋牛肉麵 (單點),1,220
2025/04/16,紅燒牛肚牛肉麵 (單點),2,440
2025/04/16,川辣牛肉麵 (單點),2,340
2025/04/16,番茄牛肉麵 (單點),13,2210
2025/04/16,牛肉麵類共計,43,7210

2025/04/16,沙茶牛肉乾拌麵 (單點),8,1220
2025/04/16,蒜泥白肉乾麵 (單點),5,685
2025/04/16,麻醬乾麵 (單點),5,350
2025/04/16,沙茶豬肉乾麵 (單點),2,260
2025/04/16,拌麵類共計,20,2515

2025/04/16,涼拌小黃瓜,4,140
2025/04/16,涼拌乾絲,1,35
2025/04/16,桂花豆乾,2,70
2025/04/16,皮蛋豆腐,3,135
2025/04/16,燙青菜,2,90
2025/04/16,小碟類共計,12,470

2025/04/16,可爾必思,1,20
2025/04/16,飲料類共計,1,20

2025/04/16,0元滷蛋 (一顆),1,0
2025/04/16,五星燙青菜,2,0
2025/04/16,贈品類共計,3,0

2025/04/16,學生加麵,13,0
2025/04/16,加麵,2,40
2025/04/16,加滷蛋,1,15
2025/04/16,加點類共計,16,55

2025/04/16,總計,79,10215
