日期,品項,數量,金額
2025/04/23,紅燒牛肉麵 (單點),31,4960
2025/04/23,紅燒牛筋牛肉麵 (單點),6,1320
2025/04/23,紅燒牛肚牛肉麵 (單點),4,880
2025/04/23,紅燒三寶麵 (單點),2,560
2025/04/23,川辣牛肉麵 (單點),7,1190
2025/04/23,川辣牛筋牛肉麵 (單點),2,460
2025/04/23,川辣牛肚牛肉麵 (單點),2,460
2025/04/23,番茄牛肉麵 (單點),12,2040
2025/04/23,番茄牛筋牛肉麵 (單點),1,230
2025/04/23,牛肉麵類共計,67,12100

2025/04/23,沙茶牛肉乾拌麵 (單點),1,150
2025/04/23,蒜泥白肉乾麵 (單點),2,260
2025/04/23,麻醬乾麵 (單點),3,210
2025/04/23,沙茶豬肉乾麵 (單點),1,145
2025/04/23,拌麵類共計,7,765

2025/04/23,秘製滷牛肚,1,100
2025/04/23,豬耳朵,2,90
2025/04/23,牛肉牛肚拼盤,1,160
2025/04/23,手作類共計,4,350

2025/04/23,涼拌小黃瓜,3,105
2025/04/23,涼拌乾絲,3,105
2025/04/23,桂花豆乾,2,70
2025/04/23,皮蛋豆腐,2,90
2025/04/23,海帶絲,1,35
2025/04/23,燙青菜,1,45
2025/04/23,小碟類共計,12,450

2025/04/23,可爾必思,2,40
2025/04/23,可口可樂,3,60
2025/04/23,黑麥汁,1,40
2025/04/23,飲料類共計,6,140

2025/04/23,0元滷蛋(一顆),2,0
2025/04/23,五星燙青菜,8,0
2025/04/23,贈品類共計,10,0

2025/04/23,學生加麵,12,0
2025/04/23,加滷蛋,1,15
2025/04/23,加點類共計,13,15

2025/04/23,總計,106,13805
