日期,品項,數量,金額
2025/03/26,紅燒牛肉麵(單點),30,4800
2025/03/26,紅燒牛筋牛肉麵(單點),7,1540
2025/03/26,紅燒牛肚牛肉麵(單點),1,220
2025/03/26,紅燒三寶(單點),5,1400
2025/03/26,川辣牛肉麵(單點),3,480
2025/03/26,川辣牛筋牛肉麵(單點),1,220
2025/03/26,蕃茄牛肉麵(單點),6,960
2025/03/26,蕃茄牛肚牛肉麵(單點),1,220
2025/03/26,牛肉麵類共計,54,9840

2025/03/26,沙茶牛肉乾拌麵(單點),5,750
2025/03/26,蒜泥白肉乾麵(單點),1,130
2025/03/26,麻醬乾麵(單點),3,210
2025/03/26,肉燥乾麵(單點),1,70
2025/03/26,拌麵類共計,10,1160

2025/03/26,蒜泥白肉,1,130
2025/03/26,豬耳朵,1,45
2025/03/26,手作類共計,2,175

2025/03/26,涼拌小黃瓜,3,105
2025/03/26,涼拌乾絲,1,35
2025/03/26,桂花豆乾,1,35
2025/03/26,皮蛋豆腐,1,45
2025/03/26,海帶絲,1,35
2025/03/26,燙青菜,5,225
2025/03/26,小碟類共計,12,480

2025/03/26,牛肉湯(無肉),1,80
2025/03/26,湯品類共計,1,80

2025/03/26,可爾必思,5,100
2025/03/26,可口可樂,3,60
2025/03/26,綠茶,2,40
2025/03/26,飲料類共計,10,200

2025/03/26,學生加麵,8,0
2025/03/26,加麵,1,20
2025/03/26,加點類共計,9,20

2025/03/26,總計,89,11935
