日期,品項,數量,金額
2025/03/24,紅燒牛肉麵(單點),20,3220
2025/03/24,紅燒牛筋牛肉麵(單點),4,880
2025/03/24,紅燒牛肚牛肉麵(單點),3,660
2025/03/24,川辣牛肉麵(單點),4,640
2025/03/24,川辣牛筋牛肉麵(單點),1,240
2025/03/24,川辣牛肚牛肉麵(單點),1,220
2025/03/24,蕃茄牛肉麵(單點),16,2560
2025/03/24,蕃茄牛筋牛肉麵(單點),3,660
2025/03/24,蕃茄牛肚牛肉麵(單點),1,220
2025/03/24,牛肉麵類共計,53,9300

2025/03/24,沙茶牛肉乾拌麵(單點),2,300
2025/03/24,蒜泥白肉乾麵(單點),5,670
2025/03/24,麻醬乾麵(單點),2,140
2025/03/24,肉燥乾麵(單點),1,70
2025/03/24,拌麵類共計,10,1180

2025/03/24,秘製滷牛肚,1,130
2025/03/24,豬耳朵,2,90
2025/03/24,手作類共計,3,220

2025/03/24,涼拌小黃瓜,4,140
2025/03/24,涼拌乾絲,1,35
2025/03/24,桂花豆乾,5,175
2025/03/24,皮蛋豆腐,2,90
2025/03/24,海帶絲,2,70
2025/03/24,燙青菜,8,360
2025/03/24,小碟類共計,22,870

2025/03/24,牛肉湯(含肉),1,130
2025/03/24,湯品類共計,1,130

2025/03/24,綠茶,2,40
2025/03/24,飲料類共計,2,40

2025/03/24,學生加麵,11,0
2025/03/24,加麵,3,60
2025/03/24,加點類共計,14,60

2025/03/24,總計,91,11740
