日期,品項,數量,金額
2025/02/24,紅燒牛肉麵(套餐),1,145
2025/02/24,紅燒牛肉麵(單點),56,8960
2025/02/24,紅燒牛筋牛肉麵(單點),4,880
2025/02/24,紅燒牛肚牛肉麵(單點),2,440
2025/02/24,紅燒三寶麵(套餐),1,265
2025/02/24,紅燒三寶麵(單點),8,2240
2025/02/24,川辣牛肉麵(套餐),1,145
2025/02/24,川辣牛肉麵(單點),19,3070
2025/02/24,川辣牛筋牛肉麵(單點),3,675
2025/02/24,川辣三寶麵(單點),1,280
2025/02/24,蕃茄牛肉麵(套餐),4,580
2025/02/24,蕃茄牛肉麵(單點),25,4000
2025/02/24,蕃茄牛筋牛肉麵(單點),2,440
2025/02/24,蕃茄牛肚牛肉麵(單點),1,205
2025/02/24,蕃茄三寶麵(單點),1,280
2025/02/24,牛肉麵類共計,129,22605

2025/02/24,沙茶牛肉乾拌麵(單點),2,300
2025/02/24,蒜泥白肉乾麵(套餐),1,115
2025/02/24,蒜泥白肉乾麵(單點),3,390
2025/02/24,麻醬乾麵(單點),2,160
2025/02/24,肉燥乾麵(單點),2,140
2025/02/24,拌麵類共計,10,1105

2025/02/24,蒜泥白肉,2,260
2025/02/24,豬耳朵,6,270
2025/02/24,手作類共計,8,530

2025/02/24,涼拌小黃瓜,9,315
2025/02/24,涼拌乾絲,3,105
2025/02/24,桂花豆乾,8,280
2025/02/24,皮蛋豆腐,4,180
2025/02/24,海帶絲,2,70
2025/02/24,燙青菜,12,540
2025/02/24,小碟類共計,38,1490

2025/02/24,牛肉湯(含肉),1,130
2025/02/24,湯品類共計,1,130

2025/02/24,可爾必思,1,35
2025/02/24,黑麥汁,1,50
2025/02/24,飲料類共計,2,85

2025/02/24,總計,188,25945
