日期,品項,數量,金額
2025/02/27,紅燒牛肉麵(套餐),2,290
2025/02/27,紅燒牛肉麵(單點),28,4480
2025/02/27,紅燒牛筋牛肉麵(單點),10,2200
2025/02/27,紅燒牛肚牛肉麵(單點),3,680
2025/02/27,紅燒三寶麵(單點),2,580
2025/02/27,川辣牛肉麵(單點),8,1300
2025/02/27,川辣牛筋牛肉麵(套餐),1,220
2025/02/27,川辣牛肚牛肉麵(套餐),1,205
2025/02/27,川辣牛肚牛肉麵(單點),1,220
2025/02/27,蕃茄牛肉麵(套餐),1,145
2025/02/27,蕃茄牛肉麵(單點),14,2240
2025/02/27,蕃茄牛筋牛肉麵(套餐),1,205
2025/02/27,蕃茄牛筋牛肉麵(單點),2,440
2025/02/27,蕃茄牛肚牛肉麵(單點),3,660
2025/02/27,蕃茄三寶麵(單點),1,280
2025/02/27,牛肉麵類共計,78,14145

2025/02/27,沙茶牛肉乾拌麵(單點),10,1500
2025/02/27,蒜泥白肉乾麵(單點),5,650
2025/02/27,麻醬乾麵(單點),4,280
2025/02/27,肉燥乾麵(單點),3,210
2025/02/27,拌麵類共計,22,2640

2025/02/27,秘制滷牛肚,1,100
2025/02/27,豬耳朵,1,45
2025/02/27,牛肉牛肚拼盤,1,160
2025/02/27,手作類共計,3,305

2025/02/27,涼拌小黃瓜,2,70
2025/02/27,涼拌乾絲,1,35
2025/02/27,桂花豆乾,2,70
2025/02/27,海帶絲,2,70
2025/02/27,燙青菜,6,270
2025/02/27,小碟類共計,13,515

2025/02/27,牛肉湯(含肉),2,260
2025/02/27,牛肉湯(無肉),3,220
2025/02/27,湯品類共計,5,480

2025/02/27,可爾必思,3,105
2025/02/27,綠茶,1,35
2025/02/27,飲料類共計,4,140

2025/02/27,總計,125,18225
