日期,品項,數量,金額
2025/03/19,紅燒牛肉麵(單點),20,3220
2025/03/19,紅燒牛筋牛肉麵(單點),5,1115
2025/03/19,紅燒牛肚牛肉麵(單點),1,220
2025/03/19,紅燒三寶麵(單點),1,280
2025/03/19,川辣牛肉麵(單點),5,800
2025/03/19,川辣牛筋牛肉麵(單點),2,440
2025/03/19,蕃茄牛肉麵(單點),4,660
2025/03/19,牛肉麵類共計,38,6735

2025/03/19,沙茶牛肉乾拌麵(單點),3,450
2025/03/19,蒜泥白肉乾麵(單點),5,650
2025/03/19,麻醬乾麵(單點),6,420
2025/03/19,肉燥乾麵(單點),1,70
2025/03/19,拌麵類共計,15,1590

2025/03/19,秘製滷牛肚,1,100
2025/03/19,手作類共計,1,100

2025/03/19,涼拌小黃瓜,3,105
2025/03/19,桂花豆乾,2,70
2025/03/19,皮蛋豆腐,2,90
2025/03/19,海帶絲,1,35
2025/03/19,燙青菜,7,315
2025/03/19,小碟類共計,15,615

2025/03/19,牛肉湯(無肉),2,140
2025/03/19,湯品類共計,2,140

2025/03/19,可爾必思,2,40
2025/03/19,飲料類共計,2,40

2025/03/19,學生加麵,8,0
2025/03/19,加滷蛋,1,15
2025/03/19,加麵,3,60
2025/03/19,加點類共計,11,75

2025/03/19,總計,73,9220
