日期,品項,數量,金額
2025/05/24,紅燒牛肉麵 (單點),14,2300
2025/05/24,紅燒牛筋牛肉麵 (單點),7,1580
2025/05/24,川辣牛肉麵 (單點),3,510
2025/05/24,川辣牛筋牛肉麵 (單點),3,735
2025/05/24,番茄牛肉麵 (單點),5,915
2025/05/24,番茄牛筋牛肉麵 (單點),1,230
2025/05/24,牛肉麵類共計,33,6270
2025/05/24,沙茶牛肉乾拌麵 (單點),6,900
2025/05/24,蒜泥白肉乾拌麵 (單點),4,630
2025/05/24,麻醬乾麵 (單點),2,140
2025/05/24,拌麵類共計,12,1670
2025/05/24,豬耳朵,2,90
2025/05/24,牛肉牛肚拼盤,1,160
2025/05/24,手作類共計,3,250
2025/05/24,涼拌小黃瓜,2,70
2025/05/24,皮蛋豆腐,1,45
2025/05/24,燙青菜,2,90
2025/05/24,小碟類共計,5,205
2025/05/24,牛肉湯 (含肉),2,260
2025/05/24,湯品類共計,2,260
2025/05/24,0元滷蛋(一顆),2,0
2025/05/24,五星燙青菜,4,0
2025/05/24,贈品類共計,6,0
2025/05/24,學生加麵,6,0
2025/05/24,B套餐,5,225
2025/05/24,A套餐,4,80
2025/05/24,加滷蛋,1,15
2025/05/24,加點類共計,16,320
2025/05/24,總計,77,8655 
