日期,品項,數量,金額
2025/03/20,紅燒牛肉麵(單點),37,5935
2025/03/20,紅燒牛筋牛肉麵(單點),8,1760
2025/03/20,紅燒三寶(單點),1,280
2025/03/20,川辣牛肉麵(單點),15,2400
2025/03/20,川辣牛筋牛肉麵(單點),2,440
2025/03/20,川辣三寶(單點),1,280
2025/03/20,蕃茄牛肉麵(單點),15,2420
2025/03/20,蕃茄牛筋牛肉麵(單點),6,1320
2025/03/20,牛肉麵類共計,84,14555

2025/03/20,沙茶牛肉乾拌麵(單點),6,900
2025/03/20,蒜泥白肉乾麵(單點),1,130
2025/03/20,肉燥乾麵(單點),4,280
2025/03/20,拌麵類共計,11,1310

2025/03/20,蒜泥白肉,1,130
2025/03/20,豬耳朵,2,90
2025/03/20,牛肉牛肚拼盤,1,160
2025/03/20,手作類共計,4,380

2025/03/20,涼拌小黃瓜,7,245
2025/03/20,涼拌乾絲,5,175
2025/03/20,桂花豆乾,4,140
2025/03/20,皮蛋豆腐,1,45
2025/03/20,海帶絲,3,105
2025/03/20,燙青菜,4,180
2025/03/20,小碟類共計,24,890

2025/03/20,牛肉湯(無肉),1,80
2025/03/20,湯品類共計,1,80

2025/03/20,可爾必思,1,20
2025/03/20,可口可樂,1,20
2025/03/20,綠茶,2,40
2025/03/20,飲料類共計,4,80

2025/03/20,學生加麵,24,0
2025/03/20,加滷蛋,1,15
2025/03/20,加麵,1,20
2025/03/20,加點類共計,26,35

2025/03/20,總計,126,17235
