日期,品項,數量,金額
2025/05/12,紅燒牛肉麵 (單點),14,2240
2025/05/12,紅燒牛筋牛肉麵 (單點),5,1135
2025/05/12,川辣牛肉麵 (單點),2,340
2025/05/12,番茄牛肉麵 (單點),3,510
2025/05/12,番茄牛肚牛肉麵 (單點),2,460
2025/05/12,牛肉麵類共計,26,4685

2025/05/12,沙茶牛肉乾拌麵 (單點),7,1050
2025/05/12,蒜泥白肉乾麵 (單點),3,390
2025/05/12,麻醬乾麵 (單點),1,70
2025/05/12,拌麵類共計,11,1510

2025/05/12,豬耳朵,1,45
2025/05/12,牛肉牛肚拼盤,1,160
2025/05/12,手作類共計,2,205

2025/05/12,涼拌小黃瓜,3,105
2025/05/12,涼拌乾絲,1,35
2025/05/12,桂花豆乾,1,35
2025/05/12,皮蛋豆腐,2,90
2025/05/12,燙青菜,2,90
2025/05/12,小碟類共計,9,355

2025/05/12,牛肉湯 (無肉),2,140
2025/05/12,湯品類共計,2,140

2025/05/12,可爾必思,2,40
2025/05/12,飲料類共計,2,40
2025/05/12,五星燙青菜,1,0
2025/05/12,贈品,1,0
2025/05/12,贈品類共計,2,0

2025/05/12,學生加麵,6,0
2025/05/12,加麵,2,40
2025/05/12,加滷蛋,1,15
2025/05/12,加點類共計,9,55

2025/05/12,總計,53,6950 
