日期,品項,數量,金額
2025/03/05,紅燒牛肉麵(單點),46,7425
2025/03/05,紅燒牛筋牛肉麵(單點),5,1100
2025/03/05,紅燒牛肚牛肉麵(單點),2,440
2025/03/05,川辣牛肉麵(單點),15,2400
2025/03/05,川辣牛筋牛肉麵(單點),1,220
2025/03/05,川辣牛肚牛肉麵(單點),2,455
2025/03/05,蕃茄牛肉麵(單點),24,3840
2025/03/05,蕃茄牛筋牛肉麵(單點),1,240
2025/03/05,蕃茄牛肚牛肉麵(單點),1,220
2025/03/05,蕃茄三寶麵(單點),1,280
2025/03/05,牛肉麵類共計,98,16620

2025/03/05,沙茶牛肉乾拌麵(單點),6,900
2025/03/05,蒜泥白肉乾麵(單點),2,260
2025/03/05,麻醬乾麵(單點),5,370
2025/03/05,肉燥乾麵(單點),4,280
2025/03/05,拌麵類共計,17,1810

2025/03/05,蒜泥白肉,1,130
2025/03/05,秘制滷牛肚,2,200
2025/03/05,豬耳朵,3,135
2025/03/05,手作類共計,6,465

2025/03/05,涼拌小黃瓜,3,105
2025/03/05,涼拌乾絲,5,175
2025/03/05,桂花豆乾,2,70
2025/03/05,海帶絲,5,175
2025/03/05,燙青菜,5,225
2025/03/05,小碟類共計,20,750

2025/03/05,牛肉湯(含肉),1,130
2025/03/05,湯品類共計,1,130

2025/03/05,可爾必思,1,20
2025/03/05,可口可樂,1,20
2025/03/05,飲料類共計,2,40

2025/03/05,學生加麵,43,0
2025/03/05,加麵,3,60
2025/03/05,加滷蛋,4,80
2025/03/05,加點類共計,50,140

2025/03/05,總計,144,19815
