日期,品項,數量,金額
2025/05/07,紅燒牛肉麵 (單點),20,3200
2025/05/07,紅燒牛筋牛肉麵 (單點),3,660
2025/05/07,紅燒牛肚牛肉麵 (單點),1,235
2025/05/07,紅燒三寶麵 (單點),1,280
2025/05/07,川辣牛肉麵 (單點),2,340
2025/05/07,川辣牛筋牛肉麵 (單點),1,230
2025/05/07,番茄牛肉麵 (單點),7,1190
2025/05/07,番茄牛筋牛肉麵 (單點),2,460
2025/05/07,牛肉麵類共計,37,6595
2025/05/07,沙茶牛肉乾拌麵 (單點),1,150
2025/05/07,蒜泥白肉乾麵 (單點),1,145
2025/05/07,麻醬乾麵 (單點),1,70
2025/05/07,沙茶豬肉乾麵 (單點),3,390
2025/05/07,拌麵類共計,6,755
2025/05/07,蒜泥白肉,1,130
2025/05/07,豬耳朵,1,45
2025/05/07,手作類共計,2,175
2025/05/07,涼拌小黃瓜,4,140
2025/05/07,桂花豆乾,4,140
2025/05/07,泡菜,2,80
2025/05/07,燙青菜,2,90
2025/05/07,小碟類共計,12,450
2025/05/07,牛肉湯 (含肉),1,130
2025/05/07,湯品類共計,1,130
2025/05/07,可口可樂,3,60
2025/05/07,飲料類共計,3,60
2025/05/07,0元滷蛋 (一顆),1,0
2025/05/07,五星燙青菜,3,0
2025/05/07,贈品類共計,4,0
2025/05/07,學生加麵,9,0
2025/05/07,加滷蛋,2,30
2025/05/07,加點類共計,11,30
2025/05/07,總計,65,8165
