日期,品項,數量,金額
2025/03/31,紅燒牛肉麵(單點),33,5295
2025/03/31,紅燒牛筋牛肉麵(單點),9,1980
2025/03/31,紅燒牛肚牛肉麵(單點),7,1120
2025/03/31,川辣牛肉麵(單點),2,440
2025/03/31,川辣牛肚牛肉麵(單點),15,2415
2025/03/31,蕃茄牛肉麵(單點),2,440
2025/03/31,牛肉麵類共計,68,11690

2025/03/31,沙茶牛肉乾拌麵(單點),8,1200
2025/03/31,蒜泥白肉乾麵(單點),2,260
2025/03/31,麻醬乾麵(單點),4,300
2025/03/31,拌麵類共計,14,1760

2025/03/31,秘製滷牛肚,2,200
2025/03/31,豬耳朵,5,225
2025/03/31,牛肉牛肚拼盤,2,320
2025/03/31,手作類共計,9,745

2025/03/31,涼拌小黃瓜,4,140
2025/03/31,涼拌乾絲,1,35
2025/03/31,桂花豆乾,4,140
2025/03/31,皮蛋豆腐,2,90
2025/03/31,海帶絲,1,35
2025/03/31,燙青菜,12,540
2025/03/31,小碟類共計,24,980

2025/03/31,牛肉湯(含肉),1,130
2025/03/31,牛肉湯(無肉),2,160
2025/03/31,湯品類共計,3,290

2025/03/31,可爾必思,3,60
2025/03/31,綠茶,1,20
2025/03/31,飲料類共計,4,80

2025/03/31,加麵,3,60
2025/03/31,學生加麵,11,0
2025/03/31,加滷蛋,2,30
2025/03/31,加點類共計,16,90

2025/03/31,總計,122,15540
