日期,品項,數量,金額
2025/03/01,紅燒牛肉麵(套餐),1,145
2025/03/01,紅燒牛肉麵(單點),14,2240
2025/03/01,紅燒牛肚牛肉麵(單點),6,1320
2025/03/01,川辣牛肉麵(單點),2,320
2025/03/01,川辣牛肚牛肉麵(套餐),1,205
2025/03/01,蕃茄牛肉麵(套餐),2,290
2025/03/01,蕃茄牛肉麵(單點),16,2560
2025/03/01,蕃茄牛肚牛肉麵(單點),3,660
2025/03/01,牛肉麵類共計,45,7740

2025/03/01,沙茶牛肉乾拌麵(單點),6,900
2025/03/01,蒜泥白肉乾麵(單點),3,405
2025/03/01,麻醬乾麵(單點),2,140
2025/03/01,肉燥乾麵(單點),3,210
2025/03/01,拌麵類共計,14,1655

2025/03/01,涼拌小黃瓜,5,175
2025/03/01,涼拌乾絲,3,105
2025/03/01,桂花豆乾,4,140
2025/03/01,皮蛋豆腐,4,180
2025/03/01,海帶絲,2,70
2025/03/01,燙青菜,5,225
2025/03/01,小碟類共計,23,895

2025/03/01,牛肉湯(含肉),1,130
2025/03/01,牛肉湯(無肉),1,60
2025/03/01,湯品類共計,2,190

2025/03/01,可爾必思,2,70
2025/03/01,飲料類共計,2,70

2025/03/01,學生加麵,5,0
2025/03/01,加滷蛋,1,15
2025/03/01,加點類共計,6,15

2025/03/01,總計,86,10550
