日期,品項,數量,金額
2025/05/21,紅燒牛肉麵 (單點),18,2880
2025/05/21,紅燒牛筋牛肉麵 (單點),2,440
2025/05/21,紅燒牛肚牛肉麵 (單點),1,220
2025/05/21,川辣牛肉麵 (單點),3,510
2025/05/21,番茄牛肉麵 (單點),5,850
2025/05/21,番茄牛筋牛肉麵 (單點),2,460
2025/05/21,牛肉麵類共計,31,5360
2025/05/21,沙茶牛肉乾拌麵 (單點),5,750
2025/05/21,蒜泥白肉乾麵 (單點),1,130
2025/05/21,麻醬乾麵 (單點),1,70
2025/05/21,沙茶豬肉乾拌麵 (單點),2,260
2025/05/21,拌麵類共計,9,1210
2025/05/21,豬耳朵,1,45
2025/05/21,手作類共計,1,45
2025/05/21,涼拌小黃瓜,1,35
2025/05/21,涼拌乾絲,1,35
2025/05/21,皮蛋豆腐,1,45
2025/05/21,泡菜,2,80
2025/05/21,燙青菜,2,90
2025/05/21,小碟類共計,7,285
2025/05/21,牛肉湯 (含肉),1,130
2025/05/21,湯品類共計,1,130
2025/05/21,可爾必思,3,60
2025/05/21,可口可樂,1,20
2025/05/21,飲料類共計,4,80
2025/05/21,學生加麵,12,0
2025/05/21,加點類共計,12,0
2025/05/21,總計,65,7110 
