日期,品項,數量,金額
2025/03/29,紅燒牛肉麵(單點),10,1600
2025/03/29,紅燒牛筋牛肉麵(單點),1,220
2025/03/29,川辣牛肉麵(單點),6,990
2025/03/29,川辣牛肚牛肉麵(單點),1,220
2025/03/29,蕃茄牛肉麵(單點),16,2560
2025/03/29,蕃茄牛肚牛肉麵(單點),1,220
2025/03/29,牛肉麵類共計,35,5810

2025/03/29,沙茶牛肉乾拌麵(單點),1,150
2025/03/29,蒜泥白肉乾麵(單點),1,130
2025/03/29,麻醬乾麵(單點),1,70
2025/03/29,肉燥乾麵(單點),2,160
2025/03/29,拌麵類共計,5,510

2025/03/29,豬耳朵,3,135
2025/03/29,手作類共計,3,135

2025/03/29,涼拌乾絲,2,70
2025/03/29,桂花豆乾,3,105
2025/03/29,燙青菜,5,225
2025/03/29,小碟類共計,10,400

2025/03/29,牛肉湯(無肉),2,140
2025/03/29,湯品類共計,2,140

2025/03/29,可爾必思,1,20
2025/03/29,飲料類共計,1,20

2025/03/29,加麵,2,40
2025/03/29,學生加麵,8,0
2025/03/29,加滷蛋,2,30
2025/03/29,加點類共計,12,70

2025/03/29,總計,56,7015
