日期,品項,數量,金額
2025/03/18,紅燒牛肉麵(單點),46,7395
2025/03/18,紅燒牛筋牛肉麵(單點),7,1700
2025/03/18,紅燒牛肚牛肉麵(單點),3,660
2025/03/18,紅燒三寶麵(單點),2,560
2025/03/18,川辣牛肉麵(單點),10,1620
2025/03/18,川辣牛肚牛肉麵(單點),1,220
2025/03/18,川辣三寶麵(單點),1,280
2025/03/18,蕃茄牛肉麵(單點),19,3040
2025/03/18,蕃茄牛筋牛肉麵(單點),5,1120
2025/03/18,蕃茄牛肚牛肉麵(單點),1,220
2025/03/18,牛肉麵類共計,96,17095

2025/03/18,沙茶牛肉乾拌麵(單點),3,450
2025/03/18,蒜泥白肉乾麵(單點),5,650
2025/03/18,麻醬乾麵(單點),5,350
2025/03/18,肉燥乾麵(單點),4,280
2025/03/18,拌麵類共計,17,1730

2025/03/18,秘制滷牛肚,2,200
2025/03/18,豬耳朵,7,315
2025/03/18,牛肉牛肚拼盤,1,160
2025/03/18,手作類共計,10,675

2025/03/18,涼拌小黃瓜,6,210
2025/03/18,涼拌乾絲,2,70
2025/03/18,桂花豆乾,6,210
2025/03/18,皮蛋豆腐,3,135
2025/03/18,海帶絲,3,105
2025/03/18,燙青菜,13,585
2025/03/18,小碟類共計,33,1315

2025/03/18,牛肉湯(無肉),2,140
2025/03/18,湯品類共計,2,140

2025/03/18,學生加麵,34,0
2025/03/18,加肉,2,140
2025/03/18,加滷蛋,1,15
2025/03/18,加麵,5,100
2025/03/18,加點類共計,45,255

2025/03/18,總計,158,21115
