日期,品項,數量,金額
2025/03/22,紅燒牛肉麵(單點),12,1920
2025/03/22,紅燒牛筋牛肉麵(單點),4,880
2025/03/22,紅燒牛肚牛肉麵(單點),2,440
2025/03/22,川辣牛肉麵(單點),2,320
2025/03/22,川辣牛筋牛肉麵(單點),2,440
2025/03/22,蕃茄牛肉麵(單點),5,800
2025/03/22,蕃茄牛筋牛肉麵(單點),1,220
2025/03/22,蕃茄牛肚牛肉麵(單點),1,220
2025/03/22,牛肉麵類共計,29,5240

2025/03/22,蒜泥白肉乾麵(單點),1,130
2025/03/22,拌麵類共計,1,130

2025/03/22,蒜泥白肉,1,130
2025/03/22,豬耳朵,2,90
2025/03/22,手作類共計,3,220

2025/03/22,涼拌小黃瓜,2,70
2025/03/22,涼拌乾絲,2,70
2025/03/22,桂花豆乾,1,35
2025/03/22,皮蛋豆腐,3,135
2025/03/22,海帶絲,4,140
2025/03/24,小碟類共計,12,450

2025/03/22,綠茶,1,20
2025/03/22,飲料類共計,1,20

2025/03/22,學生加麵,8,0
2025/03/22,加點類共計,8,0

2025/03/22,總計,46,6060
