日期,品項,數量,金額
2025/04/28,紅燒牛肉麵 (單點),25,4000
2025/04/28,紅燒牛肚牛肉麵 (單點),2,440
2025/04/28,川辣牛肉麵 (單點),4,695
2025/04/28,番茄牛肉麵 (單點),7,1190
2025/04/28,番茄牛筋牛肉麵 (單點),1,230
2025/04/28,番茄牛肚牛肉麵 (單點),2,460
2025/04/28,牛肉麵類共計,41,7015

2025/04/28,沙茶牛肉乾拌麵 (單點),5,770
2025/04/28,蒜泥白肉乾麵 (單點),3,390
2025/04/28,麻醬乾麵 (單點),3,210
2025/04/28,沙茶豬肉乾麵 (單點),3,390
2025/04/28,拌麵類共計,14,1760

2025/04/28,涼拌小黃瓜,2,70
2025/04/28,涼拌乾絲,2,70
2025/04/28,皮蛋豆腐,2,90
2025/04/28,海帶絲,1,35
2025/04/28,燙青菜,3,135
2025/04/28,小碟類共計,10,400

2025/04/28,牛肉湯 (含肉),1,130
2025/04/28,牛肉湯 (無肉),2,160
2025/04/28,湯品類共計,3,290

2025/04/28,可爾必思,1,20
2025/04/28,黑麥汁,1,40
2025/04/28,飲料類共計,2,60

2025/04/28,0元滷蛋 (一顆),4,0
2025/04/28,五星燙青菜,6,0
2025/04/28,贈品類共計,10,0

2025/04/28,加滷蛋,1,15
2025/04/28,加麵,3,60
2025/04/28,學生加麵,14,0

2025/04/28,加點類共計,18,75
2025/04/28,總計,80,9525
