日期,品項,數量,金額
2025/02/25,紅燒牛肉麵(單點),40,6435
2025/02/25,紅燒牛筋牛肉麵(單點),15,3315
2025/02/25,紅燒牛肚牛肉麵(單點),1,220
2025/02/25,川辣牛肉麵(套餐),1,145
2025/02/25,川辣牛肉麵(單點),8,1280
2025/02/25,川辣牛筋牛肉麵(單點),2,440
2025/02/25,川辣三寶麵(單點),1,280
2025/02/25,蕃茄牛肉麵(套餐),2,290
2025/02/25,蕃茄牛肉麵(單點),12,1920
2025/02/25,蕃茄牛筋牛肉麵(單點),2,440
2025/02/25,牛肉麵類共計,84,14765

2025/02/25,沙茶牛肉乾拌麵(單點),12,1800
2025/02/25,蒜泥白肉乾麵(單點),5,650
2025/02/25,麻醬乾麵(單點),3,225
2025/02/25,肉燥乾麵(套餐),2,110
2025/02/25,肉燥乾麵(單點),2,140
2025/02/25,拌麵類共計,24,2925

2025/02/25,蒜泥白肉,2,260
2025/02/25,豬耳朵,4,180
2025/02/25,牛肉牛肚拼盤,3,480
2025/02/25,手作類共計,9,920

2025/02/25,涼拌小黃瓜,4,140
2025/02/25,涼拌乾絲,3,105
2025/02/25,桂花豆乾,5,175
2025/02/25,皮蛋豆腐,2,90
2025/02/25,海帶絲,1,35
2025/02/25,燙青菜,6,270
2025/02/25,小碟類共計,21,815

2025/02/25,牛肉湯(含肉),3,390
2025/02/25,牛肉湯(無肉),5,340
2025/02/25,湯品類共計,8,730

2025/02/25,黑麥汁,1,50
2025/02/25,飲料類共計,1,50

2025/02/25,學生加麵,33,0
2025/02/25,加麵,3,60
2025/02/25,加點類共計,36,60

2025/02/25,總計,147,20205
