日期,品項,數量,金額
2025/02/26,紅燒牛肉麵(套餐),3,435
2025/02/26,紅燒牛肉麵(單點),34,5440
2025/02/26,紅燒牛筋牛肉麵(單點),13,2860
2025/02/26,紅燒牛肚牛肉麵(單點),3,660
2025/02/26,紅燒三寶麵(單點),1,280
2025/02/26,川辣牛肉麵(單點),8,1280
2025/02/26,川辣牛筋牛肉麵(單點),1,220
2025/02/26,川辣牛肚牛肉麵(單點),2,440
2025/02/26,蕃茄牛肉麵(套餐),1,145
2025/02/26,蕃茄牛肉麵(單點),15,2400
2025/02/26,蕃茄牛筋牛肉麵(單點),1,220
2025/02/26,蕃茄牛肚牛肉麵(單點),2,440
2025/02/26,牛肉麵類共計,84,14820

2025/02/26,沙茶牛肉乾拌麵(單點),10,1500
2025/02/26,蒜泥白肉乾麵(單點),2,260
2025/02/26,麻醬乾麵(單點),6,420
2025/02/26,肉燥乾麵(單點),3,210
2025/02/26,拌麵類共計,21,2390

2025/02/26,蒜泥白肉,1,130
2025/02/26,豬耳朵,3,135
2025/02/26,手作類共計,4,265

2025/02/26,涼拌小黃瓜,7,245
2025/02/26,涼拌乾絲,3,105
2025/02/26,桂花豆乾,2,70
2025/02/26,皮蛋豆腐,2,90
2025/02/26,海帶絲,1,35
2025/02/26,燙青菜,4,180
2025/02/26,小碟類共計,19,725

2025/02/26,牛肉湯(無肉),1,60
2025/02/26,湯品類共計,1,60

2025/02/26,可爾必思,2,70
2025/02/26,飲料類共計,2,70

2025/02/26,學生加麵,18,0
2025/02/26,加點類共計,18,0

2025/02/26,總計,131,18330
