日期,品項,數量,金額
2025/02/20,紅燒牛肉麵(套餐),2,290
2025/02/20,紅燒牛肉麵(單點),40,6400
2025/02/20,紅燒牛筋牛肉麵(單點),10,2200
2025/02/20,紅燒牛肚牛肉麵(單點),3,660
2025/02/20,紅燒三寶麵(單點),2,560
2025/02/20,川辣牛肉麵(套餐),1,145
2025/02/20,川辣牛肉麵(單點),18,2880
2025/02/20,川辣牛筋牛肉麵(套餐),4,880
2025/02/20,川辣牛肚牛肉麵(單點),3,660
2025/02/20,川辣三寶麵(套餐),1,280
2025/02/20,蕃茄牛肉麵(套餐),2,290
2025/02/20,蕃茄牛肉麵(單點),23,3695
2025/02/20,蕃茄牛筋牛肉麵(套餐),1,205
2025/02/20,蕃茄牛筋牛肉麵(單點),1,220
2025/02/20,蕃茄牛肚牛肉麵(單點),1,220
2025/02/20,蕃茄三寶麵(單點),1,280
2025/02/20,牛肉麵類共計,113,19240

2025/02/20,沙茶牛肉乾拌麵(套餐),3,405
2025/02/20,沙茶牛肉乾拌麵(單點),8,1220
2025/02/20,蒜泥白肉乾麵(單點),10,1300
2025/02/20,麻醬乾麵(單點),5,390
2025/02/20,肉燥乾麵(單點),2,140
2025/02/20,拌麵類共計,28,3455

2025/02/20,蒜泥白肉,1,130
2025/02/20,秘制滷牛肚,1,100
2025/02/20,豬耳朵,1,45
2025/02/20,手作類共計,3,275

2025/02/20,涼拌小黃瓜,5,175
2025/02/20,涼拌乾絲,2,70
2025/02/20,桂花豆乾,3,105
2025/02/20,皮蛋豆腐,5,225
2025/02/20,海帶絲,1,35
2025/02/20,燙青菜,7,315
2025/02/20,小碟類共計,23,925

2025/02/20,牛肉湯(含肉),2,260
2025/02/20,牛肉湯(無肉),2,140
2025/02/20,湯品類共計,4,400

2025/02/20,可口可樂,1,40
2025/02/20,黑麥汁,1,50
2025/02/20,飲料類共計,2,90

2025/02/20,總計,173,25010
